race_id,cycle,state,dem_candidate,gop_candidate,current_holder,race_tier,polling_margin_dem,fundamentals_margin_dem,adjusted_fundamentals_margin_dem,model_margin_dem,pre_sim_dem_win_prob,elasticity,tier_error_multiplier,dem_win_counts_for_seat_change,candidate_uncertainty_penalty,race_uncertainty_sd,simulated_dem_win_prob,avg_simulated_margin_dem,margin_p25_dem,margin_p50_dem,margin_p75_dem,tipping_count,tipping_share_of_control_sims,actual_margin_dem,prediction_error_dem,actual_dem_win,predicted_dem_win,winner_correct
2012_AZ,2012,AZ,Historical Democratic nominee,Historical Republican nominee,R,Likely,-8.807801439232641,-8.627801439232641,-8.807801439232641,-8.807801439232641,0.1677834611778819,1.0,1.0,1.0,0.0,1.3576450198781715,0.00314,-8.789023156346426,-10.953987158158805,-8.78409107400085,-6.632050709846988,131,0.0026225176169122357,-3.1721173153280375,-5.635684123904603,0,0,1
2012_CA,2012,CA,Historical Democratic nominee,Historical Republican nominee,D,Safe,24.376899183170817,24.556899183170813,24.376899183170814,24.376899183170817,0.9882509408346764,1.0,0.95,1.0,0.0,1.289762768884263,1.0,24.391017036884836,22.235077073113132,24.38446203450564,26.519880526250237,0,0.0,25.048568944289187,-0.6716697611183697,1,1,1
2012_CT,2012,CT,Historical Democratic nominee,Historical Republican nominee,D,Safe,22.45667649950835,22.63667649950835,22.45667649950835,22.45667649950835,0.9834231457461717,1.0,0.95,1.0,0.0,1.289762768884263,1.0,22.470929529875136,20.31373620590288,22.46295367511017,24.60181356154206,0,0.0,12.00608169746934,10.450594802039012,1,1,1
2012_DE,2012,DE,Historical Democratic nominee,Historical Republican nominee,D,Safe,25.09627729977712,25.27627729977712,25.09627729977712,25.09627729977712,0.9896765432874036,1.0,0.95,1.0,0.0,1.289762768884263,1.0,25.105004200947455,22.964605863561076,25.106573319388716,27.237794484770006,0,0.0,39.28341839077444,-14.187141090997322,1,1,1
2012_FL,2012,FL,Historical Democratic nominee,Historical Republican nominee,D,Toss-up,2.659320061798588,2.8393200617985883,2.659320061798588,2.659320061798588,0.6185770130168992,1.0,1.1,1.0,0.0,1.4934095218659889,0.79414,2.677544101111237,0.47845672515810345,2.6495870662856627,4.896018300942584,9272,0.1856181934657271,13.345297340747948,-10.685977278949359,1,1,1
2012_HI,2012,HI,Historical Democratic nominee,Historical Republican nominee,D,Safe,45.80745175691083,45.98745175691083,45.80745175691083,45.80745175691083,0.9997585550512313,1.0,0.95,1.0,0.0,1.289762768884263,1.0,45.81938512853926,43.65456898152766,45.83057243442648,47.950406998262324,0,0.0,25.203085836142193,20.604365920768636,1,1,1
2012_IN,2012,IN,Historical Democratic nominee,Historical Republican nominee,R,Toss-up,0.8639068907561761,1.0439068907561762,0.8639068907561762,0.8639068907561761,0.53918795693845,1.0,1.1,1.0,0.0,1.4934095218659889,0.60494,0.884265301594244,-1.3149056872242384,0.8682986183272782,3.0863264672242163,10457,0.2093409673286355,6.110645924593399,-5.246739033837223,1,1,1
2012_MA,2012,MA,Historical Democratic nominee,Historical Republican nominee,R,Safe,26.214156426705905,26.394156426705905,26.214156426705905,26.214156426705905,0.9915592727859703,1.0,0.95,1.0,0.0,1.289762768884263,1.0,26.223272286921567,24.069961279578955,26.223292447343276,28.376299381333506,0,0.0,7.554477975801376,18.65967845090453,1,1,1
2012_MD,2012,MD,Historical Democratic nominee,Historical Republican nominee,D,Safe,25.680174585771063,25.860174585771063,25.680174585771063,25.680174585771063,0.990706680071795,1.0,0.95,1.0,0.0,1.289762768884263,1.0,25.68816519467872,23.55011654039492,25.67464359552666,27.82658263412627,0,0.0,36.02316963954084,-10.342995053769776,1,1,1
2012_MI,2012,MI,Historical Democratic nominee,Historical Republican nominee,D,Safe,16.562603152309045,16.742603152309044,16.562603152309045,16.562603152309045,0.9530857043908387,1.0,0.95,1.0,0.0,1.289762768884263,1.0,16.578512722694384,14.463160578036259,16.565605984429148,18.71014377659906,0,0.0,21.50553871325623,-4.942935560947184,1,1,1
2012_MN,2012,MN,Historical Democratic nominee,Historical Republican nominee,D,Likely,10.278749990785478,10.458749990785478,10.278749990785478,10.278749990785478,0.8663267357694855,1.0,1.0,1.0,0.0,1.3576450198781715,0.99958,10.282791942592524,8.120971428633858,10.282327045114744,12.43116231371393,502,0.010049647661755284,36.23860405374484,-25.95985406295936,1,1,1
2012_MO,2012,MO,Historical Democratic nominee,Historical Republican nominee,D,Toss-up,-0.3151582993532929,-0.1351582993532929,-0.31515829935329287,-0.3151582993532929,0.48567854120716025,1.0,1.1,1.0,0.0,1.4934095218659889,0.46146,-0.30112963708846213,-2.500168642890191,-0.31257047216485134,1.8746063977082938,10387,0.20793962203715566,16.71556749173139,-17.030725791084684,1,0,0
2012_MS,2012,MS,Historical Democratic nominee,Historical Republican nominee,R,Safe,-13.463861985727668,-13.283861985727668,-13.463861985727668,-13.463861985727668,0.07958676653812556,1.0,0.95,1.0,0.0,1.289762768884263,0.0,-13.458430901615602,-15.592276198884596,-13.462490422488326,-11.310810186772631,0,0.0,-16.99449259042794,3.5306306047002707,0,0,1
2012_MT,2012,MT,Historical Democratic nominee,Historical Republican nominee,D,Toss-up,-2.518806567881463,-2.3388065678814627,-2.518806567881463,-2.518806567881463,0.3874687335339419,1.0,1.1,1.0,0.0,1.4934095218659889,0.22162,-2.5018313334549043,-4.690765069865312,-2.5341137088281664,-0.29744753318106365,8269,0.16553891736066623,3.979091713748474,-6.497898281629936,1,0,0
2012_ND,2012,ND,Historical Democratic nominee,Historical Republican nominee,D,Likely,-8.99731256393624,-8.817312563936241,-8.99731256393624,-8.99731256393624,0.163027132221884,1.0,1.0,1.0,0.0,1.3576450198781715,0.00232,-8.977652817173704,-11.144335105007647,-8.967073631301982,-6.81431282498454,94,0.001881806534272902,0.9182518186765378,-9.915564382612779,1,0,0
2012_NE,2012,NE,Historical Democratic nominee,Historical Republican nominee,D,Safe,-15.39814884433128,-15.218148844331282,-15.398148844331281,-15.39814884433128,0.05734236642031463,1.0,0.95,1.0,0.0,1.289762768884263,0.0,-15.397666762194072,-17.548886212844053,-15.402192387087233,-13.249612182740346,0,0.0,-15.548865544300329,0.15071669996904902,0,0,1
2012_NJ,2012,NJ,Historical Democratic nominee,Historical Republican nominee,D,Safe,15.5492597428479,15.7292597428479,15.5492597428479,15.5492597428479,0.9441248214500487,1.0,0.95,1.0,0.0,1.289762768884263,1.0,15.567777556146519,13.42961590531685,15.57887371930373,17.699990692104045,0,0.0,19.840323838015877,-4.291064095167977,1,1,1
2012_NM,2012,NM,Historical Democratic nominee,Historical Republican nominee,D,Safe,15.149800037595176,15.329800037595176,15.149800037595176,15.149800037595176,0.9401675021630248,1.0,0.95,1.0,0.0,1.289762768884263,1.0,15.15814467125612,13.027155821083916,15.14392403089324,17.315977055717468,0,0.0,5.95158887087554,9.198211166719636,1,1,1
